,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
6612,84528,15703394,Shao,725,France,Male,30.0,6,0.0,2,1.0,0.0,102763.69,0
6613,162400,15597913,Ritchie,705,France,Female,43.0,4,0.0,1,1.0,0.0,142210.9,1
6614,109229,15639178,Hargreaves,676,France,Male,38.0,9,0.0,2,1.0,0.0,154851.9,0
6615,128686,15749130,Kao,656,Germany,Female,51.0,1,131354.25,1,0.0,0.0,175072.47,1
6616,65593,15778025,Milne,735,France,Male,38.0,3,164953.51,1,1.0,0.0,116471.19,0
6617,31197,15566894,McIntyre,591,France,Female,50.0,8,0.0,1,1.0,0.0,91711.66,1
6618,58863,15676521,Fisk,648,Spain,Female,44.0,5,0.0,2,1.0,0.0,63939.32,0
6619,71968,15594864,Chukwujamuike,634,France,Male,31.0,4,126835.58,1,1.0,1.0,147558.26,0
6620,106645,15662091,Onyemauchechukwu,754,France,Female,39.0,6,0.0,1,1.0,0.0,71154.45,0
6621,113456,15601719,Fiorentino,465,Germany,Female,44.0,6,156007.09,1,0.0,0.0,191368.37,1
6622,85718,15707199,McIntyre,644,France,Female,34.0,4,0.0,2,0.0,0.0,119882.86,0
6623,145226,15612140,Ritchie,446,France,Female,32.0,9,116968.89,1,1.0,0.0,117622.08,0
6624,147044,15772423,Milne,660,France,Female,29.0,0,0.0,1,1.0,0.0,183494.87,0
6625,103835,15661936,Maclean,707,France,Female,33.0,3,0.0,2,0.0,0.0,161388.22,0
6626,131018,15733661,Lucchese,604,France,Male,30.0,2,0.0,2,0.0,1.0,125870.5,0
6627,93007,15661290,T'ien,615,France,Male,35.0,2,0.0,1,1.0,1.0,74580.8,0
6628,133744,15753955,Chukwufumnanya,554,Germany,Female,45.0,4,129860.3,1,1.0,0.0,181297.98,1
6629,40771,15640409,T'ien,705,France,Female,36.0,9,0.0,2,1.0,1.0,62454.45,0
6630,58549,15672021,T'ao,694,Spain,Female,41.0,4,0.0,1,0.0,1.0,56794.62,0
6631,144992,15571629,Brown,762,France,Male,41.0,3,0.0,1,1.0,1.0,122417.85,0
6632,152790,15654574,Hs?,651,France,Female,40.0,1,0.0,1,1.0,0.0,131443.18,1
6633,67679,15814553,Capon,559,France,Female,37.0,5,66483.32,1,1.0,1.0,56585.2,0
6634,26849,15675380,Chien,699,Germany,Female,37.0,1,118886.55,2,1.0,1.0,104382.11,0
6635,8588,15679145,Zikoranachidimma,705,France,Female,37.0,7,137781.65,2,1.0,0.0,102902.68,0
6636,142210,15798079,Yashina,637,Germany,Male,30.0,9,103036.97,2,0.0,0.0,171757.57,0
6637,53294,15568006,Genovesi,696,Spain,Female,32.0,5,102827.44,1,1.0,1.0,61759.33,0
6638,54903,15752312,Nwachinemelu,684,Spain,Female,33.0,7,0.0,2,1.0,1.0,137028.79,0
6639,153784,15706185,Shao,587,Germany,Male,42.0,1,146329.73,2,1.0,1.0,159742.32,0
6640,131201,15711378,Yefremov,663,France,Male,32.0,3,0.0,2,0.0,0.0,101371.72,0
6641,146941,15694860,Arcuri,710,France,Male,29.0,6,121823.4,2,1.0,0.0,50368.63,0
6642,74487,15720203,White,757,France,Male,37.0,9,157871.04,1,1.0,1.0,47828.59,0
6643,22601,15594902,Lombardi,607,France,Male,37.0,4,90957.81,1,0.0,1.0,162304.59,0
6644,132705,15776631,Piazza,719,Spain,Male,34.0,3,0.0,2,1.0,0.0,137916.49,0
6645,67749,15596510,Ts'ao,686,Spain,Male,33.0,4,122528.26,1,1.0,1.0,61581.6,0
6646,152800,15592028,Ch'eng,611,Spain,Male,28.0,6,153537.1,1,1.0,1.0,172363.21,0
6647,99733,15579617,Chialuka,762,Germany,Female,34.0,2,125513.98,1,1.0,1.0,142296.61,0
6648,143466,15689412,Chiazagomekpere,735,France,Female,51.0,2,131955.07,1,1.0,0.0,94925.62,1
6649,77018,15613787,McIver,697,France,Male,39.0,5,135637.0,2,1.0,0.0,123775.15,0
6650,125017,15633352,Babbage,645,Germany,Male,51.0,9,134858.34,1,1.0,1.0,126732.84,1
6651,144777,15732704,Piazza,583,France,Male,40.0,3,148042.97,1,1.0,0.0,52341.15,0
6652,102556,15789548,Ch'ien,520,France,Female,42.0,9,0.0,2,0.0,1.0,71905.77,0
6653,24543,15724691,Y?an,708,France,Female,39.0,2,0.0,2,1.0,1.0,182258.29,0
6654,10710,15784092,Fanucci,614,Germany,Female,47.0,5,109699.08,1,1.0,1.0,166520.96,1
6655,27270,15678910,Ch'iu,637,Germany,Female,38.0,9,121525.51,1,0.0,0.0,84906.4,1
6656,40295,15624781,Trevisano,644,France,Female,36.0,3,135923.35,1,1.0,1.0,46811.77,0
6657,102983,15592091,Trevisani,693,France,Female,43.0,1,0.0,2,0.0,1.0,76614.1,0
6658,60268,15782530,Nnonso,589,Germany,Male,29.0,10,139129.67,2,1.0,0.0,131364.87,0
6659,63133,15800229,Krichauff,563,Spain,Female,42.0,5,0.0,2,1.0,0.0,65875.58,0
6660,3073,15603135,Boni,634,Germany,Female,59.0,3,95727.05,1,0.0,0.0,97939.4,1
6661,125873,15623478,Iadanza,539,France,Female,31.0,4,0.0,2,1.0,1.0,140166.44,0
6662,79907,15593736,Chukwumaobim,539,Spain,Male,31.0,6,136425.57,2,0.0,0.0,161317.24,0
6663,25959,15644833,Ijendu,639,France,Female,39.0,6,0.0,1,1.0,1.0,149892.79,0
6664,121725,15707078,Fiorentini,726,Spain,Male,28.0,4,0.0,2,1.0,0.0,166495.2,0
6665,159991,15584545,Lavrentiev,644,Germany,Female,40.0,5,166518.63,1,1.0,0.0,147930.46,1
6666,45252,15655238,Tuan,652,France,Male,30.0,8,0.0,2,1.0,1.0,184474.15,0
6667,152835,15665062,Chukwuemeka,755,Spain,Male,30.0,1,125927.51,1,1.0,1.0,141175.18,0
6668,133435,15793896,L?,678,Germany,Male,31.0,9,108546.02,2,0.0,0.0,101139.3,0
6669,5257,15708713,Ting,669,France,Male,27.0,3,124043.07,1,1.0,1.0,93983.32,0
6670,153524,15751177,L?,592,Spain,Female,34.0,10,0.0,1,1.0,1.0,166677.35,0
6671,54994,15627185,Pinto,718,Spain,Male,31.0,3,74963.5,1,0.0,0.0,84922.42,0
6672,158462,15640846,Lai,731,Germany,Male,31.0,9,107553.33,1,0.0,0.0,1375.46,0
6673,105491,15641183,Chin,731,Spain,Male,36.0,8,96950.21,1,1.0,0.0,97877.92,0
6674,21844,15772785,Ulyanova,836,France,Female,35.0,4,0.0,1,1.0,0.0,149991.16,0
6675,145476,15800773,P'eng,597,France,Male,39.0,7,0.0,1,0.0,1.0,120853.83,0
6676,100700,15571261,Tung,739,France,Female,39.0,6,0.0,1,0.0,1.0,129964.17,0
6677,27191,15692761,H?,718,France,Male,36.0,9,0.0,1,1.0,0.0,45909.87,0
6678,9459,15732744,Ch'iu,653,France,Female,55.0,0,125919.85,1,1.0,1.0,5075.47,0
6679,36026,15807565,Y?an,850,Spain,Male,40.0,0,0.0,2,1.0,1.0,164018.98,0
6680,94892,15641692,Lucciano,724,France,Male,37.0,1,98899.54,1,1.0,0.0,121765.9,0
6681,105744,15716449,Ricci,603,Spain,Male,46.0,5,98899.76,2,1.0,1.0,164825.04,0
6682,82532,15796413,Ugochukwutubelum,751,Germany,Female,39.0,9,125870.93,1,1.0,1.0,180598.86,0
6683,83893,15651526,Shih,741,Spain,Female,37.0,5,0.0,2,0.0,0.0,148736.36,0
6684,115590,15789955,Trevisani,586,France,Female,61.0,4,0.0,2,1.0,1.0,119446.64,0
6685,118862,15754926,Lucchesi,512,France,Female,25.0,6,0.0,2,1.0,0.0,88827.31,0
6686,131866,15794467,McIntyre,693,France,Male,28.0,8,129947.75,2,1.0,1.0,75927.13,0
6687,161955,15792999,Nwachinemelu,746,Germany,Female,33.0,4,93716.07,1,1.0,0.0,65618.22,0
6688,119726,15742238,P'eng,656,France,Female,43.0,5,0.0,2,1.0,0.0,80420.64,0
6689,107703,15644297,Zetticci,438,France,Male,41.0,1,0.0,2,1.0,1.0,116623.51,0
6690,140625,15718369,Lucchesi,695,Spain,Male,35.0,4,0.0,2,0.0,1.0,84871.99,0
6691,76238,15782758,Chinwendu,706,Germany,Female,43.0,7,105770.7,1,1.0,0.0,184842.21,1
6692,65391,15803689,Begum,549,Germany,Female,51.0,1,119741.77,2,0.0,0.0,54954.51,1
6693,124929,15644878,Chukwumaobim,687,France,Male,33.0,3,114430.08,1,0.0,1.0,179227.39,0
6694,637,15742632,Napolitani,645,France,Male,28.0,1,0.0,1,0.0,1.0,101693.83,0
6695,42173,15700657,Hargreaves,586,France,Male,40.0,8,0.0,2,0.0,0.0,88840.74,0
6696,41680,15729763,Ts'ui,634,Germany,Female,51.0,8,106070.89,1,1.0,0.0,187866.21,1
6697,35088,15705918,Onwubiko,627,Germany,Male,28.0,1,141581.57,2,1.0,0.0,90967.38,0
6698,97520,15576676,Hs?,678,France,Male,57.0,3,0.0,1,1.0,1.0,52709.55,0
6699,36616,15743817,Chien,652,France,Male,32.0,7,135095.06,1,0.0,1.0,88890.78,0
6700,56996,15693893,Chimaobim,712,Germany,Male,29.0,2,152797.9,1,1.0,0.0,90821.66,0
6701,108502,15627395,Eluemuno,576,Spain,Female,40.0,7,0.0,2,0.0,1.0,134526.87,0
6702,130182,15619494,Ch'ang,598,France,Female,34.0,6,108888.19,1,1.0,1.0,93091.02,0
6703,83961,15609286,White,695,Spain,Male,57.0,2,0.0,1,0.0,1.0,103930.58,0
6704,19779,15804816,Pinto,633,Germany,Male,51.0,1,96863.41,2,1.0,0.0,64724.24,1
6705,147432,15720509,Nwabugwu,521,Spain,Male,29.0,8,0.0,2,1.0,1.0,180622.04,0
6706,97177,15799186,McLean,611,Spain,Female,31.0,6,0.0,2,0.0,1.0,178393.68,0
6707,140069,15599268,Yobachi,579,Spain,Male,32.0,4,0.0,2,1.0,0.0,10956.82,0
6708,117826,15728709,Fennell,680,France,Female,35.0,6,0.0,2,1.0,1.0,47921.19,0
6709,27674,15654574,Iloerika,655,Germany,Female,31.0,4,102717.45,1,1.0,0.0,142523.31,0
6710,58854,15652700,Walker,652,Spain,Female,38.0,6,0.0,2,0.0,0.0,141180.96,0
6711,164596,15771855,Yu,682,France,Male,37.0,5,0.0,2,1.0,1.0,112554.68,0
6712,75001,15665088,Chukwufumnanya,579,France,Male,33.0,5,127570.93,1,1.0,1.0,132973.21,0
6713,20060,15646859,Hs?eh,718,Spain,Female,55.0,2,0.0,1,1.0,0.0,113086.08,1
6714,55764,15699340,Houghton,567,France,Male,37.0,3,0.0,2,1.0,0.0,100995.88,0
6715,83236,15735025,Clark,535,Spain,Male,37.0,5,175534.78,2,1.0,1.0,9241.52,0
6716,135671,15646615,Kao,619,France,Male,34.0,2,0.0,2,1.0,0.0,146700.56,0
6717,114621,15787161,Ts'ai,651,France,Male,34.0,2,0.0,2,1.0,0.0,159475.08,0
6718,75843,15777315,Watt,577,France,Male,39.0,5,0.0,2,1.0,0.0,165626.6,0
6719,26983,15693376,Ch'ang,681,Germany,Male,29.0,8,131834.9,1,1.0,1.0,173912.29,0
6720,129917,15692228,Bair,698,Spain,Male,22.0,2,131647.76,1,1.0,1.0,135906.43,0
6721,101840,15597951,Chiu,645,France,Female,51.0,2,153936.3,1,1.0,1.0,149536.64,0
6722,72464,15596962,Tsao,651,France,Female,36.0,1,0.0,2,1.0,1.0,122925.4,0
6723,49927,15753332,McDonald,401,Germany,Female,32.0,8,130170.82,1,1.0,0.0,12288.46,1
6724,147590,15592579,Udegbulam,725,France,Male,36.0,1,0.0,2,1.0,0.0,61313.07,0
6725,86739,15727489,Milanesi,572,France,Female,25.0,10,0.0,2,1.0,1.0,72727.61,0
6726,85903,15774586,Onyemauchechukwu,683,France,Male,28.0,2,147187.84,1,1.0,1.0,135655.29,0
6727,151220,15809823,Chibugo,653,Spain,Female,32.0,1,167904.64,1,1.0,1.0,121189.1,0
6728,107821,15715888,Allardyce,591,France,Female,37.0,2,142289.28,1,1.0,0.0,119638.85,0
6729,81747,15754177,Bazarova,712,Spain,Male,58.0,4,111061.01,1,0.0,0.0,26542.17,1
6730,43791,15808566,Hsiao,773,Spain,Female,30.0,2,0.0,2,1.0,1.0,88890.05,0
6731,163241,15772030,Ch'iu,502,Spain,Male,39.0,3,0.0,2,1.0,0.0,38614.73,0
6732,134232,15592736,White,709,France,Female,37.0,7,0.0,2,0.0,1.0,52794.14,0
6733,6425,15731951,Reilly,689,Spain,Female,28.0,5,95328.6,1,1.0,0.0,6129.61,0
6734,21644,15712777,Hargreaves,676,Germany,Male,35.0,5,151710.44,2,0.0,1.0,152666.44,0
6735,56203,15736396,Cremonesi,724,France,Male,43.0,4,0.0,2,1.0,0.0,164968.95,0
6736,146927,15596550,Hsueh,581,France,Female,36.0,2,0.0,2,1.0,1.0,102280.9,0
6737,104174,15605134,O'Donnell,745,France,Female,39.0,7,0.0,1,1.0,1.0,173952.5,0
6738,65692,15596914,Chin,581,Germany,Female,64.0,4,80924.08,2,1.0,1.0,168290.06,0
6739,146647,15812920,Nwabugwu,687,Germany,Male,35.0,2,90594.55,1,0.0,1.0,181598.25,0
6740,106162,15589147,Davidson,580,Spain,Male,61.0,8,125921.37,1,1.0,0.0,94677.83,1
6741,2702,15592999,Uspenskaya,710,France,Male,39.0,8,0.0,2,1.0,1.0,139946.68,0
6742,135180,15596870,Scott,472,Spain,Male,33.0,8,0.0,2,0.0,0.0,177624.01,0
6743,70858,15669175,Trevisano,596,Spain,Male,24.0,7,107637.97,3,1.0,0.0,169505.83,1
6744,145654,15607098,H?,748,France,Female,39.0,9,0.0,2,1.0,0.0,126794.56,0
6745,84032,15791030,Okwuadigbo,778,France,Female,45.0,6,0.0,2,1.0,0.0,97734.3,0
6746,8066,15738980,Yobanna,506,France,Male,29.0,4,0.0,2,1.0,0.0,105568.6,0
6747,57947,15774536,Kent,684,Germany,Female,35.0,3,111658.08,1,0.0,1.0,176882.08,0
6748,68659,15632859,Chukwudi,444,France,Male,36.0,7,0.0,2,0.0,0.0,138743.86,0
6749,80682,15650034,Nwankwo,687,Germany,Male,37.0,8,108806.31,3,1.0,1.0,86699.71,1
6750,3785,15736274,Prokhorova,751,France,Male,31.0,8,0.0,2,0.0,0.0,17550.49,0
6751,120650,15717736,Cameron,574,Spain,Female,39.0,4,0.0,1,1.0,1.0,55601.44,0
6752,138650,15734634,Bocharova,705,France,Male,27.0,1,100912.19,1,0.0,0.0,7631.27,0
6753,146063,15622117,Ugorji,681,Germany,Male,59.0,4,122451.46,2,0.0,1.0,109470.34,0
6754,137637,15686976,Hsiung,643,Spain,Female,47.0,4,157723.36,1,1.0,0.0,187826.12,1
6755,20989,15660871,T'ien,704,France,Female,41.0,5,138089.97,2,0.0,0.0,59645.85,0
6756,47317,15797787,Tsao,713,France,Female,28.0,5,0.0,2,0.0,0.0,159800.16,0
6757,69502,15789955,Yobachukwu,693,Germany,Male,42.0,1,119785.48,1,1.0,0.0,151344.28,1
6758,23326,15644788,Trevisano,742,Germany,Male,35.0,9,153366.13,1,1.0,0.0,93739.71,0
6759,121616,15592091,Mironova,637,France,Male,38.0,6,0.0,2,1.0,1.0,161076.92,0
6760,6375,15789862,Chidiebele,442,Germany,Female,35.0,0,139979.07,2,0.0,1.0,51637.57,0
6761,114427,15696744,Walker,697,France,Male,38.0,4,0.0,2,1.0,1.0,17978.68,0
6762,89869,15715199,Calabresi,671,Spain,Female,46.0,5,0.0,2,1.0,0.0,93769.89,0
6763,157051,15588535,Kaur,683,Germany,Male,25.0,4,145754.13,1,1.0,1.0,59931.11,0
6764,135350,15570194,Cattaneo,710,France,Male,30.0,7,0.0,2,1.0,1.0,198490.33,0
6765,84014,15579891,Skelton,561,Spain,Male,45.0,7,0.0,2,1.0,0.0,123692.83,0
6766,96292,15672294,L?,622,France,Male,36.0,2,0.0,2,1.0,1.0,100950.67,0
6767,132684,15799479,Hoolan,539,Germany,Male,42.0,1,160980.03,1,1.0,0.0,43932.84,1
6768,119198,15614137,T'ao,600,Germany,Female,42.0,7,129378.99,1,1.0,0.0,169937.58,1
6769,135253,15701602,Ayers,521,Germany,Male,52.0,5,116497.31,1,0.0,0.0,53793.1,1
6770,120322,15783030,H?,701,France,Female,31.0,8,0.0,1,1.0,1.0,47856.78,0
6771,141705,15591411,Macleod,557,France,Male,50.0,5,0.0,2,1.0,0.0,53314.15,0
6772,89846,15632448,Ikedinachukwu,645,France,Female,34.0,2,0.0,2,1.0,0.0,141756.32,0
6773,118778,15673055,P'eng,656,France,Male,38.0,3,0.0,2,1.0,0.0,158036.97,0
6774,35834,15712409,Brownless,684,Spain,Female,35.0,7,131283.11,1,1.0,0.0,183494.87,0
6775,90488,15723006,Yudin,581,France,Male,34.0,2,0.0,2,1.0,0.0,103944.46,0
6776,83805,15609738,K?,803,Spain,Male,35.0,2,0.0,2,1.0,0.0,162038.6,0
6777,5941,15798348,Chukwuebuka,850,Spain,Female,50.0,6,94684.27,1,1.0,1.0,50488.91,0
6778,164485,15794414,Forbes,507,Spain,Male,36.0,6,92783.68,1,1.0,1.0,51424.29,0
6779,1094,15756056,Chiemenam,605,Germany,Female,37.0,9,166594.78,2,0.0,0.0,94815.04,0
6780,31939,15784491,Tuan,850,Spain,Female,28.0,0,142084.04,1,0.0,0.0,141230.09,0
6781,16431,15642726,Nwankwo,819,Spain,Male,56.0,6,0.0,1,1.0,0.0,79775.19,1
6782,100282,15693789,Eluemuno,682,France,Female,46.0,1,124580.71,1,1.0,0.0,97946.8,1
6783,117962,15595557,Li,648,France,Male,35.0,7,0.0,2,1.0,1.0,150784.29,0
6784,120862,15658935,Biryukova,589,France,Male,55.0,2,114628.4,2,1.0,0.0,126223.84,1
6785,13677,15608726,Miracle,663,France,Male,34.0,7,0.0,1,1.0,0.0,166310.82,0
6786,65780,15792915,Hsiung,578,Spain,Male,39.0,4,154870.58,2,1.0,1.0,104902.72,0
6787,131323,15796813,Lei,646,Germany,Female,35.0,7,104015.54,2,1.0,1.0,138536.09,0
6788,121729,15689098,Houghton,729,France,Female,38.0,7,0.0,1,0.0,1.0,158976.85,0
6789,19660,15633059,Tisdall,573,Spain,Male,58.0,2,0.0,1,1.0,1.0,109098.39,0
6790,164717,15780088,Tien,549,France,Female,58.0,1,0.0,2,1.0,1.0,57553.98,0
6791,47962,15737977,Houghton,596,Germany,Male,35.0,1,140301.72,1,0.0,1.0,65636.92,0
6792,149152,15642099,Tsao,637,France,Male,35.0,6,0.0,2,1.0,1.0,132973.21,0
6793,16561,15583748,McGuigan,653,France,Male,38.0,4,0.0,2,1.0,0.0,184866.86,0
6794,25269,15626135,Baresi,704,Germany,Male,40.0,0,127786.52,1,1.0,0.0,176487.05,0
6795,120141,15615828,Mitchell,685,France,Female,34.0,6,0.0,2,0.0,1.0,166495.2,0
6796,49573,15603170,Kang,654,France,Male,31.0,9,121455.65,1,1.0,0.0,190068.53,0
6797,46491,15597968,Fyans,617,Spain,Male,26.0,2,0.0,2,1.0,0.0,184839.7,0
6798,27108,15748231,Hargreaves,654,Germany,Female,40.0,10,95853.39,1,1.0,0.0,192933.37,1
6799,160107,15661526,Iadanza,705,Spain,Male,41.0,6,0.0,2,1.0,1.0,152290.38,0
6800,127085,15774402,Donaldson,775,Spain,Female,36.0,8,0.0,2,1.0,1.0,182843.24,0
6801,49929,15676117,Zinachukwudi,603,France,Male,44.0,9,0.0,2,1.0,0.0,138328.24,0
6802,75475,15659949,Ting,573,Spain,Male,31.0,4,0.0,1,1.0,0.0,149575.59,0
6803,161273,15720636,McGregor,628,Germany,Female,50.0,4,143054.56,1,0.0,0.0,109608.81,1
6804,71590,15656901,Babbage,625,Spain,Female,44.0,6,0.0,2,1.0,1.0,9984.4,0
6805,111401,15758769,Onyemauchechukwu,715,France,Male,39.0,10,0.0,1,1.0,1.0,167035.93,0
6806,45099,15761053,Lock,706,Germany,Male,48.0,2,131326.47,1,1.0,0.0,1140.02,1
6807,34055,15740476,Nwabugwu,714,France,Male,39.0,6,0.0,2,1.0,0.0,71179.31,0
6808,156707,15706899,Yeh,732,Spain,Female,48.0,1,0.0,1,1.0,0.0,27341.63,1
6809,100205,15756916,Hsia,727,France,Male,36.0,2,137494.28,1,1.0,0.0,133692.88,0
6810,80722,15691910,Lu,699,Spain,Male,30.0,5,0.0,2,0.0,0.0,101371.05,0
6811,45436,15622003,T'ien,775,France,Male,30.0,2,0.0,2,1.0,1.0,6078.41,0
6812,63134,15695084,Lo Duca,762,France,Female,23.0,1,0.0,2,1.0,1.0,160526.32,0
6813,44498,15641640,Tretiakov,850,France,Female,44.0,9,0.0,2,1.0,1.0,62989.82,0
6814,110049,15646351,Nkemdirim,596,France,Female,44.0,9,0.0,1,1.0,0.0,171706.66,1
6815,121978,15604073,Hsia,663,France,Male,35.0,9,0.0,2,1.0,1.0,91936.6,0
6816,147042,15702561,Cattaneo,749,France,Male,44.0,6,0.0,2,1.0,1.0,861.4,0
6817,17670,15604818,Bruce,798,France,Male,34.0,7,154495.79,1,0.0,1.0,191395.88,0
6818,96919,15686164,Maclean,699,Germany,Female,31.0,3,108822.4,2,1.0,1.0,132173.31,0
6819,12453,15679963,Mackenzie,667,Germany,Female,29.0,7,105204.01,1,1.0,1.0,138490.03,0
6820,8530,15641250,Shubin,751,Germany,Female,43.0,3,95853.39,2,0.0,0.0,82970.69,0
6821,140527,15596613,Onyemauchechukwu,706,France,Female,30.0,9,0.0,1,1.0,1.0,152097.97,0
6822,23163,15793854,Lo Duca,722,France,Male,26.0,2,109908.06,2,1.0,1.0,120801.65,0
6823,163070,15706799,Trevisani,748,Germany,Male,33.0,8,174937.64,1,1.0,0.0,27330.27,0
6824,102526,15730488,Udegbulam,591,France,Male,28.0,5,131629.17,1,1.0,0.0,55893.38,0
6825,91691,15652069,Calabrese,562,France,Male,39.0,1,0.0,2,1.0,0.0,141860.62,0
6826,157527,15744942,Steele,638,Spain,Male,40.0,2,155828.22,1,1.0,1.0,108987.25,0
6827,1318,15732061,Hsing,756,Germany,Female,45.0,2,121874.89,1,0.0,0.0,6865.41,1
6828,31911,15668894,Ts'ui,706,France,Female,31.0,7,137655.24,1,1.0,0.0,173425.68,0
6829,22508,15804586,Yeh,710,Spain,Male,60.0,7,0.0,1,1.0,0.0,175043.69,1
6830,75793,15711521,Egobudike,716,France,Male,39.0,3,0.0,1,1.0,1.0,138399.67,0
6831,36299,15734578,Craig,506,France,Male,51.0,1,0.0,2,1.0,1.0,173576.71,0
6832,127709,15672053,Macleod,613,Spain,Male,42.0,1,0.0,2,1.0,0.0,65816.53,0
6833,46060,15742292,Shih,554,Spain,Female,34.0,2,0.0,2,1.0,0.0,149458.81,0
6834,48277,15770476,Cattaneo,705,France,Male,31.0,8,113657.54,1,0.0,1.0,113557.2,0
6835,124977,15665460,Lucchesi,577,France,Male,39.0,1,0.0,2,1.0,1.0,152577.62,0
6836,35854,15754537,Costa,712,Germany,Female,51.0,1,117810.79,1,0.0,1.0,60429.43,1
6837,17373,15779738,Buccho,534,France,Male,31.0,1,0.0,2,1.0,1.0,169653.32,0
6838,13502,15608328,White,645,Spain,Female,41.0,6,0.0,2,0.0,1.0,149139.13,0
6839,97061,15603865,Chuang,597,Spain,Male,38.0,1,118546.44,1,1.0,1.0,180598.86,0
6840,100985,15770225,Padovesi,741,France,Male,32.0,9,0.0,2,1.0,0.0,149756.71,0
6841,17970,15762682,Ch'in,545,Germany,Female,32.0,0,145081.73,1,1.0,1.0,185211.28,0
6842,147430,15683544,Jen,564,Germany,Female,53.0,1,0.0,2,1.0,0.0,65010.74,1
6843,152408,15578788,Ts'ai,627,France,Female,42.0,10,155867.18,1,1.0,1.0,151955.56,0
6844,19237,15734177,Genovese,711,Germany,Male,39.0,9,96863.13,1,1.0,1.0,199105.88,0
6845,100856,15569446,Pagnotto,521,Germany,Male,29.0,1,77826.99,2,1.0,1.0,123410.51,0
6846,30626,15647099,Ts'ui,759,France,Female,37.0,5,0.0,2,1.0,1.0,85101.0,0
6847,724,15758081,H?,619,Germany,Male,54.0,3,126444.08,1,1.0,1.0,94738.54,1
6848,58781,15584315,Okwudilichukwu,748,France,Male,35.0,10,0.0,1,1.0,1.0,172361.97,0
6849,43626,15615254,Okechukwu,594,France,Male,19.0,5,43028.77,2,1.0,0.0,170514.21,0
6850,56633,15762984,Yobachi,778,France,Male,39.0,2,0.0,2,1.0,0.0,121525.48,0
6851,382,15699772,Manners,719,France,Male,37.0,5,154741.49,1,0.0,0.0,51555.88,0
6852,41964,15759537,Tochukwu,739,France,Male,74.0,3,0.0,2,1.0,1.0,58439.73,0
6853,112227,15782231,Alexeeva,673,France,Female,38.0,8,0.0,2,1.0,1.0,66580.13,0
6854,144665,15762731,P'eng,634,France,Male,42.0,3,0.0,1,1.0,0.0,1364.43,0
6855,104140,15581323,Ndubuagha,597,Germany,Female,43.0,5,102994.04,4,1.0,0.0,60420.07,1
6856,88432,15583090,Komar,581,France,Female,29.0,4,0.0,2,1.0,0.0,46735.19,0
6857,28225,15752312,Maclean,684,France,Male,38.0,1,0.0,1,0.0,1.0,145528.22,0
6858,29449,15651382,Lettiere,790,France,Female,40.0,3,0.0,2,1.0,0.0,183868.01,0
6859,78623,15699550,Fenton,743,France,Male,39.0,9,120817.71,2,1.0,0.0,167723.24,0
6860,32841,15801767,Hurst,618,France,Female,37.0,7,0.0,2,1.0,0.0,151316.37,0
6861,66516,15628886,Chia,691,France,Male,47.0,6,120530.29,1,1.0,0.0,142987.39,0
6862,107304,15762543,Goliwe,714,France,Male,34.0,4,126113.28,1,1.0,0.0,112777.38,0
6863,9098,15665524,Sagese,829,France,Female,41.0,2,0.0,1,1.0,0.0,93835.64,0
6864,164359,15576723,Hsia,662,Spain,Female,24.0,4,0.0,2,0.0,0.0,75578.67,0
6865,25330,15673570,Nwankwo,785,Germany,Male,47.0,2,94556.47,3,1.0,0.0,78915.74,1
6866,27495,15690647,Estep,637,Germany,Female,50.0,5,107929.65,1,1.0,1.0,91560.63,1
6867,134775,15617866,Calabrese,619,Spain,Male,67.0,5,119785.47,2,1.0,1.0,107534.32,0
6868,4050,15583090,Milano,715,France,Male,40.0,8,0.0,1,1.0,1.0,50560.37,0
6869,3567,15671915,Bowen,707,Spain,Female,46.0,7,0.0,2,1.0,1.0,74945.11,0
6870,34855,15809722,Sauve,605,France,Male,34.0,2,0.0,2,1.0,1.0,690.84,0
6871,154838,15629985,Tseng,526,France,Female,55.0,2,122351.29,1,1.0,1.0,88890.05,0
6872,110137,15636373,Echezonachukwu,559,France,Male,26.0,2,117307.44,1,0.0,1.0,55470.78,0
6873,163129,15615177,Ebelegbulam,561,France,Male,47.0,6,123692.0,1,1.0,0.0,70548.96,0
6874,35276,15792868,Yefremova,646,France,Female,30.0,9,0.0,1,1.0,0.0,151324.19,0
6875,111782,15662534,Okeke,624,France,Male,36.0,3,0.0,2,1.0,1.0,52795.8,0
6876,107561,15631603,Hill,659,France,Male,36.0,3,0.0,2,1.0,0.0,143393.24,0
6877,116978,15592999,Y?,683,Spain,Male,43.0,6,0.0,2,1.0,0.0,149705.25,0
6878,148871,15791216,Chiemezie,569,France,Female,33.0,1,138161.65,1,1.0,1.0,116471.14,0
6879,107871,15596563,Pisano,481,France,Male,32.0,3,0.0,2,1.0,0.0,162031.49,0
6880,110830,15673599,Hsiao,659,Germany,Female,25.0,10,152541.23,1,1.0,0.0,162699.8,0
6881,18967,15583850,Davidson,672,Germany,Male,68.0,0,126061.51,1,1.0,1.0,184936.77,0
6882,16150,15773394,Lu,645,France,Male,36.0,8,166824.59,1,1.0,1.0,175399.14,0
6883,33714,15763097,Pagnotto,694,France,Female,26.0,2,0.0,2,1.0,1.0,160129.99,0
